rocmfpx-plugin: info: registered 1 ROCmFPX Vulkan device(s)
rocmfpx-plugin: info: loaded rocmfpx-vulkan-charlie 0.1.0 from /home/isaac/Documents/Codex/2026-09-16/recalcar-vas-a-estar-en-paralelo-2/work/builds/v11-control-bin/rocmfpx-vulkan-plugin.so
0.00.091.754 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.092.194 W srv  llama_server: -----------------
0.00.092.197 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.092.197 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.092.197 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.092.198 W srv  llama_server: -----------------
0.00.093.622 I srv    load_model: loading model '/home/isaac/Documents/Codex/2026-09-16/recalcar-vas-a-estar-en-paralelo-2/work/results/models/LFM2.5-2.6B-ROCmFP4_FAST.gguf'
0.01.991.907 I cmn          init: llama threadpool init, n_threads = 4
0.02.032.524 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 9216, kv_unified = 'false'
0.02.032.570 W srv    load_model: LLAMA_SERVER_PREFILL_CHUNK_TOKENS = 128
0.02.032.571 I srv    load_model: sequence policy: lowest_slot_first=0 dense_sequences=0 remap_trace=0
0.02.037.596 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.02.037.642 I srv  llama_server: model loaded
0.02.037.647 I srv  llama_server: listening on http://127.0.0.1:18321
0.10.387.633 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
0.34.152.158 I slot print_timing: id  1 | task 70 |        eval time =    9608.93 ms /   768 tokens (   12.53 ms per token,    79.82 tokens per second)
0.34.152.159 I slot print_timing: id  1 | task 70 |       total time =    9673.26 ms /   772 tokens
0.34.152.160 I slot print_timing: id  1 | task 70 |    graphs reused =        888
0.34.152.680 I slot      release: id  1 | task 70 | stop processing: n_tokens = 8959, truncated = 0
0.34.152.990 I slot print_timing: id  2 | task 71 | prompt eval time =      60.76 ms /     4 tokens (   15.19 ms per token,    65.83 tokens per second)
0.34.152.998 I slot print_timing: id  2 | task 71 |        eval time =    9609.46 ms /   768 tokens (   12.53 ms per token,    79.82 tokens per second)
0.34.152.999 I slot print_timing: id  2 | task 71 |       total time =    9670.23 ms /   772 tokens
0.34.153.000 I slot print_timing: id  2 | task 71 |    graphs reused =        888
0.34.153.552 I slot      release: id  2 | task 71 | stop processing: n_tokens = 8959, truncated = 0
0.34.161.743 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
0.34.161.787 I slot launch_slot_: id  0 | task 841 | processing task, is_child = 0
0.34.317.830 I slot get_availabl: id  2 | task -1 | selected slot by id (2)
0.34.317.875 I slot launch_slot_: id  2 | task 842 | processing task, is_child = 0
0.34.318.281 I slot get_availabl: id  1 | task -1 | selected slot by id (1)
0.34.318.307 I slot launch_slot_: id  1 | task 843 | processing task, is_child = 0
0.34.401.274 I slot get_availabl: id  3 | task -1 | selected slot by id (3)
0.34.401.303 I slot launch_slot_: id  3 | task 846 | processing task, is_child = 0
0.37.470.672 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   5120, progress = 0.62, t =   3.07 s / 1668.90 tokens per second
0.37.553.236 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   5248, progress = 0.64, t =   3.15 s / 1665.80 tokens per second
0.37.636.004 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   5376, progress = 0.66, t =   3.23 s / 1662.68 tokens per second
0.37.718.924 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   5504, progress = 0.67, t =   3.32 s / 1659.69 tokens per second
0.37.801.965 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   5632, progress = 0.69, t =   3.40 s / 1656.83 tokens per second
0.37.884.952 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   5760, progress = 0.70, t =   3.48 s / 1654.15 tokens per second
0.37.968.438 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   5888, progress = 0.72, t =   3.57 s / 1651.28 tokens per second
0.38.052.978 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6016, progress = 0.73, t =   3.65 s / 1648.12 tokens per second
0.38.138.075 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6144, progress = 0.75, t =   3.74 s / 1644.77 tokens per second
0.38.221.997 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6272, progress = 0.77, t =   3.82 s / 1642.23 tokens per second
0.38.306.302 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6400, progress = 0.78, t =   3.90 s / 1639.54 tokens per second
0.38.391.596 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6528, progress = 0.80, t =   3.99 s / 1636.53 tokens per second
0.38.476.784 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6656, progress = 0.81, t =   4.07 s / 1633.73 tokens per second
0.38.562.800 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6784, progress = 0.83, t =   4.16 s / 1630.86 tokens per second
0.38.648.882 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6912, progress = 0.84, t =   4.25 s / 1627.88 tokens per second
0.38.735.579 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7040, progress = 0.86, t =   4.33 s / 1624.76 tokens per second
0.38.821.805 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7168, progress = 0.88, t =   4.42 s / 1622.03 tokens per second
0.38.908.084 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7296, progress = 0.89, t =   4.51 s / 1619.38 tokens per second
0.38.994.623 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7424, progress = 0.91, t =   4.59 s / 1616.77 tokens per second
0.39.081.927 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7552, progress = 0.92, t =   4.68 s / 1613.97 tokens per second
0.39.169.581 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7680, progress = 0.94, t =   4.77 s / 1611.08 tokens per second
0.39.256.938 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7808, progress = 0.95, t =   4.85 s / 1608.46 tokens per second
0.39.344.346 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7936, progress = 0.97, t =   4.94 s / 1605.96 tokens per second
0.39.432.569 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   8060, progress = 0.98, t =   5.03 s / 1602.59 tokens per second
0.39.537.620 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   8188, progress = 1.00, t =   5.14 s / 1594.45 tokens per second
0.39.569.733 I slot print_timing: id  3 | task 846 | prompt eval time =    5168.40 ms /  8192 tokens (    0.63 ms per token,  1585.02 tokens per second)
0.39.569.739 I slot print_timing: id  3 | task 846 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.39.569.740 I slot print_timing: id  3 | task 846 |       total time =    5168.40 ms /  8193 tokens
0.39.569.742 I slot print_timing: id  3 | task 846 |    graphs reused =        888
0.39.570.209 I slot      release: id  3 | task 846 | stop processing: n_tokens = 8192, truncated = 0
0.39.975.979 I slot print_timing: id  0 | task 841 | n_gen =    100, tg =  17.71 t/s, tg_3s =  17.89 t/s
0.39.976.302 I slot print_timing: id  1 | task 843 | n_gen =    100, tg =  17.71 t/s, tg_3s =  17.89 t/s
0.39.976.639 I slot print_timing: id  2 | task 842 | n_gen =    100, tg =  17.71 t/s, tg_3s =  17.89 t/s
0.42.987.191 I slot print_timing: id  0 | task 841 | n_gen =    339, tg =  39.30 t/s, tg_3s =  79.37 t/s
0.42.987.442 I slot print_timing: id  1 | task 843 | n_gen =    339, tg =  39.30 t/s, tg_3s =  79.37 t/s
0.42.987.753 I slot print_timing: id  2 | task 842 | n_gen =    339, tg =  39.30 t/s, tg_3s =  79.37 t/s
0.45.989.314 I slot print_timing: id  0 | task 841 | n_gen =    576, tg =  49.56 t/s, tg_3s =  78.94 t/s
0.45.989.630 I slot print_timing: id  1 | task 843 | n_gen =    576, tg =  49.56 t/s, tg_3s =  78.94 t/s
0.45.989.935 I slot print_timing: id  2 | task 842 | n_gen =    576, tg =  49.56 t/s, tg_3s =  78.94 t/s
0.48.435.574 I slot print_timing: id  0 | task 841 | prompt eval time =      68.94 ms /     4 tokens (   17.23 ms per token,    58.03 tokens per second)
0.48.435.581 I slot print_timing: id  0 | task 841 |        eval time =   14048.30 ms /   768 tokens (   18.32 ms per token,    54.60 tokens per second)
0.48.435.582 I slot print_timing: id  0 | task 841 |       total time =   14117.23 ms /   772 tokens
0.48.435.583 I slot print_timing: id  0 | task 841 |    graphs reused =       1586
0.48.436.048 I slot      release: id  0 | task 841 | stop processing: n_tokens = 8959, truncated = 0
0.48.436.364 I slot print_timing: id  1 | task 843 | prompt eval time =      65.69 ms /     4 tokens (   16.42 ms per token,    60.90 tokens per second)
0.48.436.368 I slot print_timing: id  1 | task 843 |        eval time =   14048.80 ms /   768 tokens (   18.32 ms per token,    54.60 tokens per second)
0.48.436.369 I slot print_timing: id  1 | task 843 |       total time =   14114.49 ms /   772 tokens
0.48.436.370 I slot print_timing: id  1 | task 843 |    graphs reused =       1586
0.48.436.861 I slot      release: id  1 | task 843 | stop processing: n_tokens = 8959, truncated = 0
0.48.437.149 I slot print_timing: id  2 | task 842 | prompt eval time =      62.57 ms /     4 tokens (   15.64 ms per token,    63.93 tokens per second)
0.48.437.152 I slot print_timing: id  2 | task 842 |        eval time =   14049.28 ms /   768 tokens (   18.32 ms per token,    54.59 tokens per second)
0.48.437.153 I slot print_timing: id  2 | task 842 |       total time =   14111.85 ms /   772 tokens
0.48.437.154 I slot print_timing: id  2 | task 842 |    graphs reused =       1586
0.48.437.569 I slot      release: id  2 | task 842 | stop processing: n_tokens = 8959, truncated = 0
0.49.571.276 I srv    operator(): operator(): cleaning up before exit...
