rocmfpx-plugin: info: registered 1 ROCmFPX Vulkan device(s)
rocmfpx-plugin: info: loaded rocmfpx-vulkan-charlie 0.1.0 from /home/isaac/Documents/Codex/2026-09-16/recalcar-vas-a-estar-en-paralelo-2/work/builds/rocmfpx-vulkan-gfx1032-v3-instrumented/bin/rocmfpx-vulkan-plugin.so
0.00.076.564 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.077.041 W srv  llama_server: -----------------
0.00.077.044 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.077.044 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.077.045 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.077.045 W srv  llama_server: -----------------
0.00.078.313 I srv    load_model: loading model '/home/isaac/Documents/Codex/2026-09-16/recalcar-vas-a-estar-en-paralelo-2/work/results/models/LFM2.5-2.6B-Q4_0.gguf'
0.02.003.200 I cmn          init: llama threadpool init, n_threads = 4
0.02.064.502 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 9216, kv_unified = 'false'
0.02.064.554 W srv    load_model: LLAMA_SERVER_PREFILL_CHUNK_TOKENS = 128
0.02.064.556 I srv    load_model: sequence policy: lowest_slot_first=0 dense_sequences=0 remap_trace=0
0.02.070.436 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.02.070.475 I srv  llama_server: model loaded
0.02.070.481 I srv  llama_server: listening on http://127.0.0.1:18521
0.11.334.850 I slot get_availabl: id  2 | task -1 | selected slot by id (2)
0.33.767.143 I slot print_timing: id  2 | task 72 | prompt eval time =      52.46 ms /     4 tokens (   13.12 ms per token,    76.24 tokens per second)
0.33.767.154 I slot print_timing: id  2 | task 72 |        eval time =    9399.59 ms /   768 tokens (   12.26 ms per token,    81.60 tokens per second)
0.33.767.155 I slot print_timing: id  2 | task 72 |       total time =    9452.05 ms /   772 tokens
0.33.767.156 I slot print_timing: id  2 | task 72 |    graphs reused =        888
0.33.767.801 I slot      release: id  2 | task 72 | stop processing: n_tokens = 8959, truncated = 0
0.33.779.253 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
0.33.779.295 I slot launch_slot_: id  0 | task 841 | processing task, is_child = 0
0.33.949.604 I slot get_availabl: id  1 | task -1 | selected slot by id (1)
0.33.949.681 I slot launch_slot_: id  1 | task 842 | processing task, is_child = 0
0.33.950.265 I slot get_availabl: id  2 | task -1 | selected slot by id (2)
0.33.950.310 I slot launch_slot_: id  2 | task 843 | processing task, is_child = 0
0.34.022.393 I slot get_availabl: id  3 | task -1 | selected slot by id (3)
0.34.022.424 I slot launch_slot_: id  3 | task 846 | processing task, is_child = 0
0.37.076.701 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   5504, progress = 0.67, t =   3.05 s / 1802.54 tokens per second
0.37.152.158 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   5632, progress = 0.69, t =   3.13 s / 1800.27 tokens per second
0.37.229.165 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   5760, progress = 0.70, t =   3.21 s / 1796.99 tokens per second
0.37.307.206 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   5888, progress = 0.72, t =   3.28 s / 1793.30 tokens per second
0.37.385.041 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6016, progress = 0.73, t =   3.36 s / 1789.99 tokens per second
0.37.463.254 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6144, progress = 0.75, t =   3.44 s / 1786.41 tokens per second
0.37.542.057 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6272, progress = 0.77, t =   3.52 s / 1782.70 tokens per second
0.37.620.790 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6400, progress = 0.78, t =   3.60 s / 1779.38 tokens per second
0.37.700.051 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6528, progress = 0.80, t =   3.68 s / 1775.95 tokens per second
0.37.779.790 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6656, progress = 0.81, t =   3.76 s / 1772.15 tokens per second
0.37.860.123 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6784, progress = 0.83, t =   3.84 s / 1768.39 tokens per second
0.37.940.081 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   6912, progress = 0.84, t =   3.92 s / 1764.91 tokens per second
0.38.019.082 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7040, progress = 0.86, t =   4.00 s / 1761.82 tokens per second
0.38.098.206 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7168, progress = 0.88, t =   4.07 s / 1759.42 tokens per second
0.38.179.476 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7296, progress = 0.89, t =   4.16 s / 1755.68 tokens per second
0.38.261.000 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7424, progress = 0.91, t =   4.24 s / 1752.08 tokens per second
0.38.342.668 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7552, progress = 0.92, t =   4.32 s / 1748.65 tokens per second
0.38.424.060 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7680, progress = 0.94, t =   4.40 s / 1745.17 tokens per second
0.38.504.176 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7808, progress = 0.95, t =   4.48 s / 1742.76 tokens per second
0.38.585.776 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   7936, progress = 0.97, t =   4.56 s / 1739.59 tokens per second
0.38.667.351 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   8060, progress = 0.98, t =   4.64 s / 1735.81 tokens per second
0.38.752.512 I slot print_timing: id  3 | task 846 | prompt processing, n_tokens =   8188, progress = 1.00, t =   4.73 s / 1731.54 tokens per second
0.38.796.171 I slot print_timing: id  3 | task 846 | prompt eval time =    4773.71 ms /  8192 tokens (    0.58 ms per token,  1716.07 tokens per second)
0.38.796.179 I slot print_timing: id  3 | task 846 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.38.796.182 I slot print_timing: id  3 | task 846 |       total time =    4773.71 ms /  8193 tokens
0.38.796.185 I slot print_timing: id  3 | task 846 |    graphs reused =        888
0.38.797.235 I slot      release: id  3 | task 846 | stop processing: n_tokens = 8192, truncated = 0
0.39.211.939 I slot print_timing: id  0 | task 841 | n_gen =    100, tg =  19.03 t/s, tg_3s =  19.22 t/s
0.39.212.287 I slot print_timing: id  1 | task 842 | n_gen =    100, tg =  19.03 t/s, tg_3s =  19.22 t/s
0.39.212.577 I slot print_timing: id  2 | task 843 | n_gen =    100, tg =  19.03 t/s, tg_3s =  19.22 t/s
0.42.213.049 I slot print_timing: id  0 | task 841 | n_gen =    347, tg =  42.17 t/s, tg_3s =  82.30 t/s
0.42.213.575 I slot print_timing: id  1 | task 842 | n_gen =    347, tg =  42.17 t/s, tg_3s =  82.30 t/s
0.42.214.071 I slot print_timing: id  2 | task 843 | n_gen =    347, tg =  42.17 t/s, tg_3s =  82.29 t/s
0.45.213.202 I slot print_timing: id  0 | task 841 | n_gen =    593, tg =  52.83 t/s, tg_3s =  82.00 t/s
0.45.225.427 I slot print_timing: id  1 | task 842 | n_gen =    594, tg =  52.87 t/s, tg_3s =  82.01 t/s
0.45.225.672 I slot print_timing: id  2 | task 843 | n_gen =    594, tg =  52.87 t/s, tg_3s =  82.02 t/s
0.47.351.605 I slot print_timing: id  0 | task 841 | prompt eval time =      58.16 ms /     4 tokens (   14.54 ms per token,    68.78 tokens per second)
0.47.351.612 I slot print_timing: id  0 | task 841 |        eval time =   13343.09 ms /   768 tokens (   17.40 ms per token,    57.48 tokens per second)
0.47.351.614 I slot print_timing: id  0 | task 841 |       total time =   13401.25 ms /   772 tokens
0.47.351.615 I slot print_timing: id  0 | task 841 |    graphs reused =       1586
0.47.352.201 I slot      release: id  0 | task 841 | stop processing: n_tokens = 8959, truncated = 0
0.47.352.518 I slot print_timing: id  1 | task 842 | prompt eval time =      54.67 ms /     4 tokens (   13.67 ms per token,    73.16 tokens per second)
0.47.352.524 I slot print_timing: id  1 | task 842 |        eval time =   13343.68 ms /   768 tokens (   17.40 ms per token,    57.48 tokens per second)
0.47.352.526 I slot print_timing: id  1 | task 842 |       total time =   13398.35 ms /   772 tokens
0.47.352.527 I slot print_timing: id  1 | task 842 |    graphs reused =       1586
0.47.353.159 I slot      release: id  1 | task 842 | stop processing: n_tokens = 8959, truncated = 0
0.47.353.535 I slot print_timing: id  2 | task 843 | prompt eval time =      51.50 ms /     4 tokens (   12.88 ms per token,    77.67 tokens per second)
0.47.353.538 I slot print_timing: id  2 | task 843 |        eval time =   13344.34 ms /   768 tokens (   17.40 ms per token,    57.48 tokens per second)
0.47.353.540 I slot print_timing: id  2 | task 843 |       total time =   13395.84 ms /   772 tokens
0.47.353.541 I slot print_timing: id  2 | task 843 |    graphs reused =       1586
0.47.354.106 I slot      release: id  2 | task 843 | stop processing: n_tokens = 8959, truncated = 0
0.48.352.950 I srv    operator(): operator(): cleaning up before exit...
